0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240585,-11.067821
193.240662,-11.060545
193.240997,-11.032510
193.241562,-10.985279
193.242325,-10.920377
193.243256,-10.839290
193.244370,-10.743436
193.245636,-10.634130
193.247101,-10.512545
193.248688,-10.379706
193.250381,-10.236490
193.252182,-10.083631
193.254120,-9.921737
193.256149,-9.751313
193.258255,-9.572775
193.260498,-9.386458
193.262802,-9.192643
193.265228,-8.991560
193.267929,-8.783401
193.270813,-8.568321
193.273880,-8.346455
193.277069,-8.117912
193.280411,-7.882791
193.283859,-7.641171
193.287476,-7.393131
193.291245,-7.138726
193.295135,-6.878061
193.299194,-6.611063
193.303375,-6.338565
193.307709,-6.059292
193.312180,-5.775001
193.316818,-5.483769
193.321594,-5.187598
193.326538,-4.884703
193.331635,-4.576932
193.336884,-4.262654
193.342499,-3.943585
193.348373,-3.618373
193.354507,-3.288882
193.360870,-2.954200
193.367432,-2.616292
193.374222,-2.274567
193.381149,-1.931012
193.388245,-1.585203
193.395462,-1.239054
193.402832,-0.892137
193.410309,-0.546194
193.417908,-0.200627
193.425583,0.143053
193.433350,0.485692
193.440750,0.825986
193.447968,1.165036
193.454865,1.501630
193.461807,1.836872
193.468353,2.169469
193.475113,2.500780
193.481445,2.829752
193.487961,3.157980
193.494110,3.484455
193.500488,3.810870
193.506454,4.136197
193.512650,4.462153
193.518524,4.787653
193.523849,5.114367
193.528275,5.441123
193.532471,5.769462
193.536148,6.098100
193.539642,6.428436
193.542694,6.759093
193.545639,7.091340
193.548126,7.423737
193.550507,7.757462
193.552460,8.091059
193.554337,8.425664
193.555817,8.759841
193.557236,9.094728
193.558212,9.428927
193.559174,9.763605
193.559708,10.097405
193.560226,10.431621
193.560303,10.765653
193.560303,11.101829
193.559982,11.439864
193.553925,11.781134
193.541656,12.124793
193.525192,12.472605
193.505386,12.823746
193.482529,13.179463
193.457031,13.538864
193.428864,13.902967
193.398270,14.270946
193.365295,14.643648
193.330048,15.020339
193.292618,15.401718
193.253098,15.787158
193.211533,16.177214
193.168106,16.571365
193.122787,16.970043
193.075760,17.372841
193.027008,17.780060
192.976639,18.191401
192.924728,18.607058
192.871384,19.026819
192.816605,19.450794
192.760483,19.878845
192.703064,20.311018
192.644409,20.747221
192.584564,21.187452
192.523605,21.631660
192.461563,22.079815
192.398499,22.531878
192.334412,22.987814
192.269363,23.447588
192.203400,23.911160
192.136581,24.378492
192.068863,24.849556
192.000351,25.324301
191.931046,25.802702
191.860977,26.284716
191.790115,26.770309
191.718567,27.259439
191.646317,27.752077
191.573410,28.248186
191.499817,28.747725
191.425613,29.250658
191.350800,29.756958
191.275330,30.266581
191.199295,30.779493
191.122696,31.295664
191.045486,31.815056
190.967743,32.337635
190.889465,32.863369
190.810654,33.392220
190.731323,33.924160
190.651459,34.459148
190.571091,34.997158
190.490204,35.538158
190.408890,36.082111
190.327026,36.628983
190.244690,37.178753
190.161896,37.731377
190.078629,38.286839
189.994904,38.845089
189.916046,39.406456
189.843231,39.971035
189.776199,40.538841
189.715210,41.109886
189.660477,41.684120
189.612305,42.261478
189.571075,42.841869
189.537277,43.425175
189.509476,44.011368
189.487198,44.600376
189.470367,45.192085
189.458740,45.786415
189.452209,46.383270
189.450714,46.982582
189.454330,47.584255
189.463257,48.188202
189.474075,48.794521
189.485916,49.403217
189.498642,50.014248
189.511917,50.627598
189.525406,51.243225
189.538818,51.861130
189.552032,52.481281
189.563721,53.103653
189.573593,53.728207
189.581512,54.354931
189.587433,54.983807
189.591248,55.614784
189.592743,56.247738
189.591797,56.882526
189.588104,57.518913
189.582596,58.156696
189.575485,58.795612
189.566864,59.435364
189.556839,60.075668
189.545425,60.716213
189.532745,61.356743
189.518753,61.996983
189.504425,62.636738
189.490128,63.275829
189.475952,63.914116
189.462021,64.551491
189.448410,65.187912
189.435272,65.823341
189.422668,66.457809
189.410797,67.091354
189.399643,67.724068
189.389236,68.356041
189.379608,68.987404
189.370743,69.618271
189.362717,70.248787
189.355530,70.879074
189.348846,71.509270
189.342560,72.139481
189.336578,72.769821
189.330948,73.400383
189.325562,74.031250
189.320450,74.662468
189.315536,75.294083
189.310623,75.926125
189.305557,76.558594
189.300369,77.191475
189.295029,77.824753
189.289490,78.458397
189.283707,79.092354
189.277695,79.726585
189.271439,80.361031
189.264938,80.995636
189.258224,81.630333
189.251251,82.265076
189.244080,82.899811
189.236679,83.534492
189.229019,84.169067
189.221222,84.803513
189.213379,85.437790
189.205429,86.071892
189.197433,86.705818
189.189392,87.339539
189.181320,87.973083
189.173218,88.606453
189.165146,89.239655
189.157120,89.872719
189.149170,90.505669
189.141266,91.138512
189.133453,91.771294
189.125702,92.404037
189.118042,93.036766
189.110458,93.669487
189.102921,94.302254
189.095459,94.935059
189.088058,95.567917
189.080704,96.200844
189.073410,96.833862
189.066193,97.466972
189.058472,98.100136
189.050125,98.733376
189.041153,99.366676
189.031479,100.000038
