timestamp,car_id,est_x,est_y,source,camera_id
36.2,1,30.0,202.5,start,5
39.7,1,30.0,142.5,inner,6
50.6,1,30.0,40.0,inner,3
63.2,1,30.0,40.0,inner,3
68.3,1,30.0,-50.0,inner,2
83.5,1,35.0,-150.0,inner,1
90.9,1,35.0,-200.0,end,4
