timestamp,car_id,est_x,est_y
11.2,1,32.93,-186.82
11.3,1,32.93,-186.82
11.4,1,32.93,-186.82
11.5,1,32.93,-186.82
11.6,1,32.93,-186.82
11.7,1,32.93,-186.82
11.8,1,32.93,-186.82
11.9,1,32.93,-186.82
12.0,1,32.93,-186.82
12.1,1,32.93,-186.82
12.2,1,32.93,-186.82
12.3,1,32.93,-186.82
12.4,1,32.93,-186.82
12.5,1,32.93,-186.82
12.6,1,-9.38,-10.5
12.7,1,-11.31,-2.46
12.8,1,-13.24,5.58
12.9,1,-15.17,13.61
13.0,1,-17.1,21.65
13.1,1,-19.02,29.69
13.2,1,-20.95,37.72
13.3,1,-22.88,45.76
13.4,1,-24.81,53.8
13.5,1,-26.74,61.84
13.6,1,-28.67,69.87
13.7,1,-30.6,77.91
13.8,1,-32.52,85.95
13.9,1,-34.45,93.98
14.0,1,-36.38,102.02
14.1,1,-38.31,110.06
14.2,1,-40.24,118.1
14.3,1,-42.17,126.13
14.4,1,-44.1,134.17
14.5,1,-46.02,142.21
14.6,1,-47.95,150.24
14.7,1,-49.88,158.28
14.8,1,-51.81,166.32
14.9,1,-53.74,174.36
15.0,1,-55.67,182.39
15.1,1,-57.6,190.43
15.2,1,-59.52,198.47
15.3,1,-61.45,206.5
15.4,1,-63.38,214.54
15.5,1,-65.31,222.58
15.6,1,-67.24,230.62
15.7,1,-69.17,238.65
15.8,1,-71.1,246.69
15.9,1,-73.02,254.73
16.0,1,-74.95,262.76
16.1,1,-76.88,270.8
16.2,1,-78.81,278.84
16.3,1,-80.74,286.88
16.4,1,-82.67,294.91
16.5,1,-84.6,302.95
16.6,1,-86.52,310.99
16.7,1,-88.45,319.03
16.8,1,-90.38,327.06
16.9,1,-92.31,335.1
17.0,1,-94.24,343.14
17.1,1,-96.17,351.17
17.2,1,-98.1,359.21
17.3,1,-100.02,367.25
17.4,1,-101.95,375.29
17.5,1,-103.88,383.32
17.6,1,34.11,-146.57
17.7,1,35.39,-150.89
17.8,1,36.68,-155.21
17.9,1,37.97,-159.53
18.0,1,39.25,-163.85
18.1,1,40.54,-168.17
18.2,1,41.82,-172.49
18.3,1,43.11,-176.81
18.4,1,44.39,-181.13
18.5,1,45.68,-185.46
18.6,1,46.96,-189.78
18.7,1,48.25,-194.1
18.8,1,49.54,-198.42
18.9,1,50.82,-202.74
19.0,1,52.11,-207.06
19.1,1,53.39,-211.38
19.2,1,54.68,-215.7
19.3,1,55.96,-220.02
19.4,1,57.25,-224.34
19.5,1,58.54,-228.66
19.6,1,59.82,-232.98
19.7,1,61.11,-237.3
19.8,1,62.39,-241.62
19.9,1,63.68,-245.94
20.0,1,64.96,-250.26
20.1,1,66.25,-254.58
20.2,1,67.54,-258.9
20.3,1,68.82,-263.22
20.4,1,70.11,-267.54
20.5,1,71.39,-271.86
20.6,1,72.68,-276.18
20.7,1,73.96,-280.5
20.8,1,75.25,-284.82
20.9,1,76.54,-289.14
21.0,1,77.82,-293.46
21.1,1,79.11,-297.78
21.2,1,80.39,-302.1
21.3,1,81.68,-306.42
21.4,1,82.96,-310.74
21.5,1,84.25,-315.07
21.6,1,85.53,-319.39
21.7,1,86.82,-323.71
21.8,1,88.11,-328.03
21.9,1,89.39,-332.35
22.0,1,90.68,-336.67
22.1,1,91.96,-340.99
22.2,1,93.25,-345.31
22.3,1,94.53,-349.63
22.4,1,95.82,-353.95
22.5,1,97.11,-358.27
22.6,1,98.39,-362.59
22.7,1,99.68,-366.91
22.8,1,100.96,-371.23
22.9,1,102.25,-375.55
23.0,1,103.53,-379.87
23.1,1,104.82,-384.19
23.2,1,106.11,-388.51
23.3,1,107.39,-392.83
23.4,1,108.68,-397.15
23.5,1,109.96,-401.47
23.6,1,111.25,-405.79
23.7,1,112.53,-410.11
23.8,1,113.82,-414.43
23.9,1,115.1,-418.75
24.0,1,116.39,-423.07
24.1,1,117.68,-427.39
24.2,1,118.96,-431.71
24.3,1,120.25,-436.03
24.4,1,121.53,-440.35
24.5,1,122.82,-444.68
24.6,1,124.1,-449.0
24.7,1,125.39,-453.32
24.8,1,126.68,-457.64
24.9,1,127.96,-461.96
25.0,1,129.25,-466.28
25.1,1,130.53,-470.6
25.2,1,131.82,-474.92
25.3,1,133.1,-479.24
25.4,1,134.39,-483.56
25.5,1,135.68,-487.88
25.6,1,136.96,-492.2
25.7,1,138.25,-496.52
25.8,1,139.53,-500.84
25.9,1,140.82,-505.16
26.0,1,142.1,-509.48
26.1,1,143.39,-513.8
26.2,1,144.68,-518.12
26.3,1,145.96,-522.44
26.4,1,147.25,-526.76
26.5,1,148.53,-531.08
26.6,1,149.82,-535.4
26.7,1,151.1,-539.72
26.8,1,152.39,-544.04
26.9,1,153.67,-548.36
27.0,1,154.96,-552.68
27.1,1,156.25,-557.0
27.2,1,157.53,-561.32
27.3,1,158.82,-565.64
27.4,1,160.1,-569.96
27.5,1,161.39,-574.29
27.6,1,162.67,-578.61
27.7,1,163.96,-582.93
27.8,1,165.25,-587.25
27.9,1,166.53,-591.57
28.0,1,167.82,-595.89
28.1,1,169.1,-600.21
28.2,1,170.39,-604.53
28.3,1,171.67,-608.85
28.4,1,172.96,-613.17
28.5,1,174.25,-617.49
28.6,1,175.53,-621.81
28.7,1,176.82,-626.13
28.8,1,178.1,-630.45
28.9,1,179.39,-634.77
29.0,1,180.67,-639.09
29.1,1,181.96,-643.41
29.2,1,183.24,-647.73
29.3,1,184.53,-652.05
29.4,1,185.82,-656.37
29.5,1,187.1,-660.69
29.6,1,188.39,-665.01
29.7,1,189.67,-669.33
29.8,1,190.96,-673.65
29.9,1,192.24,-677.97
30.0,1,193.53,-682.29
30.1,1,194.82,-686.61
30.2,1,196.1,-690.93
30.3,1,197.39,-695.25
30.4,1,198.67,-699.58
30.5,1,199.96,-703.9
30.6,1,201.24,-708.22
30.7,1,202.53,-712.54
30.8,1,203.82,-716.86
30.9,1,205.1,-721.18
31.0,1,206.39,-725.5
31.1,1,207.67,-729.82
31.2,1,208.96,-734.14
31.3,1,210.24,-738.46
31.4,1,211.53,-742.78
31.5,1,212.81,-747.1
31.6,1,214.1,-751.42
31.7,1,215.39,-755.74
31.8,1,216.67,-760.06
31.9,1,217.96,-764.38
32.0,1,219.24,-768.7
32.1,1,220.53,-773.02
32.2,1,221.81,-777.34
32.3,1,223.1,-781.66
32.4,1,224.39,-785.98
32.5,1,225.67,-790.3
32.6,1,226.96,-794.62
32.7,1,228.24,-798.94
32.8,1,229.53,-803.26
32.9,1,230.81,-807.58
33.0,1,232.1,-811.9
33.1,1,233.39,-816.22
33.2,1,234.67,-820.54
33.3,1,235.96,-824.86
33.4,1,237.24,-829.19
33.5,1,238.53,-833.51
33.6,1,239.81,-837.83
33.7,1,241.1,-842.15
33.8,1,242.39,-846.47
33.9,1,243.67,-850.79
34.0,1,244.96,-855.11
34.1,1,246.24,-859.43
34.2,1,247.53,-863.75
34.3,1,248.81,-868.07
34.4,1,250.1,-872.39
34.5,1,251.38,-876.71
34.6,1,252.67,-881.03
34.7,1,253.96,-885.35
34.8,1,255.24,-889.67
34.9,1,256.53,-893.99
35.0,1,257.81,-898.31
35.1,1,259.1,-902.63
35.2,1,260.38,-906.95
35.3,1,261.67,-911.27
35.4,1,262.96,-915.59
35.5,1,264.24,-919.91
35.6,1,265.53,-924.23
35.7,1,266.81,-928.55
35.8,1,268.1,-932.87
35.9,1,269.38,-937.19
36.0,1,270.67,-941.51
36.1,1,271.96,-945.83
36.2,1,273.24,-950.15
36.3,1,274.53,-954.47
36.4,1,275.81,-958.8
36.5,1,277.1,-963.12
36.6,1,278.38,-967.44
