timestamp,car_id,est_x,est_y,source,camera_id
11.2,1,35.0,-200.0,start,4
12.7,1,35.0,-150.0,inner,1
29.0,1,30.0,-50.0,inner,2
42.9,1,-12.5,2.5,inner,14
63.2,1,-125.0,-45.0,inner,27
88.6,1,-12.5,-90.0,inner,13
101.5,1,35.0,-150.0,inner,1
109.8,1,35.0,-200.0,end,4
