timestamp,car_id,est_x,est_y
19.8,2,-129.57,-392.08
19.9,1,-704.21,-287.87
19.9,2,-132.49,-396.41
20.0,1,-712.1,-291.57
20.0,2,-135.41,-400.75
20.1,1,-719.99,-295.27
20.1,2,-138.33,-405.08
20.2,1,-727.88,-298.97
20.2,2,-141.25,-409.42
20.3,1,-735.77,-302.67
20.3,2,-144.17,-413.75
20.4,1,-743.66,-306.37
20.4,2,-147.09,-418.09
20.5,1,-751.55,-310.07
20.5,2,-150.01,-422.42
20.6,1,-759.44,-313.77
20.6,2,-152.93,-426.75
20.7,1,-767.33,-317.47
20.7,2,-155.84,-431.09
20.8,1,-775.22,-321.17
20.8,2,-158.76,-435.42
20.9,1,-783.12,-324.88
20.9,2,-161.68,-439.76
21.0,1,-791.01,-328.58
21.0,2,-164.6,-444.09
21.1,1,-798.9,-332.28
21.1,2,-167.52,-448.43
21.2,1,-806.79,-335.98
21.2,2,-170.44,-452.76
21.3,1,-814.68,-339.68
21.3,2,-173.36,-457.1
21.4,1,-822.57,-343.38
21.4,2,-176.28,-461.43
21.5,1,-830.46,-347.08
21.5,2,-179.19,-465.76
21.6,1,-838.35,-350.78
21.6,2,-182.11,-470.1
21.7,1,-846.24,-354.48
21.7,2,-185.03,-474.43
21.8,1,-854.13,-358.18
21.8,2,-187.95,-478.77
21.9,1,-862.02,-361.88
21.9,2,-190.87,-483.1
22.0,1,-869.91,-365.58
22.0,2,-193.79,-487.44
22.1,1,-877.8,-369.28
22.1,2,-196.71,-491.77
22.2,1,-885.69,-372.98
22.2,2,-199.63,-496.11
22.3,1,-893.58,-376.68
22.3,2,-202.55,-500.44
22.4,1,-901.47,-380.39
22.4,2,-205.46,-504.77
22.5,1,-909.37,-384.09
22.5,2,-208.38,-509.11
22.6,1,-917.26,-387.79
22.6,2,-211.3,-513.44
22.7,1,-925.15,-391.49
22.7,2,-214.22,-517.78
22.8,1,-933.04,-395.19
22.8,2,-217.14,-522.11
22.9,1,-940.93,-398.89
22.9,2,-220.06,-526.45
23.0,1,-948.82,-402.59
23.0,2,-222.98,-530.78
23.1,1,-956.71,-406.29
23.1,2,-225.9,-535.12
23.2,1,-964.6,-409.99
23.2,2,-228.81,-539.45
23.3,1,-972.49,-413.69
23.3,2,-231.73,-543.78
23.4,1,-980.38,-417.39
23.4,2,-234.65,-548.12
23.5,1,-988.27,-421.09
23.5,2,-237.57,-552.45
23.6,1,-996.16,-424.79
23.6,2,-240.49,-556.79
23.7,1,-1004.05,-428.49
23.7,2,-243.41,-561.12
23.8,1,-1011.94,-432.19
23.8,2,-246.33,-565.46
23.9,1,-1019.83,-435.9
23.9,2,-249.25,-569.79
24.0,1,-1027.72,-439.6
24.0,2,-252.17,-574.13
24.1,1,-1035.62,-443.3
24.1,2,-255.08,-578.46
24.2,1,-1043.51,-447.0
24.2,2,-258.0,-582.79
24.3,1,-1051.4,-450.7
24.3,2,-260.92,-587.13
24.4,1,-1059.29,-454.4
24.4,2,-263.84,-591.46
24.5,1,-1067.18,-458.1
24.5,2,-266.76,-595.8
24.6,1,-1075.07,-461.8
24.6,2,-269.68,-600.13
24.7,1,-1082.96,-465.5
24.7,2,-272.6,-604.47
24.8,1,-1090.85,-469.2
24.8,2,-275.52,-608.8
24.9,1,-1098.74,-472.9
24.9,2,29.7,-50.54
25.0,1,-1106.63,-476.6
25.0,2,30.52,-48.06
25.1,1,-1114.52,-480.3
25.1,2,31.33,-45.58
25.2,1,-1122.41,-484.0
25.2,2,32.14,-43.11
25.3,1,-1130.3,-487.7
25.3,2,32.95,-40.63
25.4,1,-1138.19,-491.41
25.4,2,33.77,-38.15
25.5,1,-1146.08,-495.11
25.5,2,34.58,-35.67
25.6,1,-1153.97,-498.81
25.6,2,35.39,-33.2
25.7,1,-1161.87,-502.51
25.7,2,36.2,-30.72
25.8,1,-1169.76,-506.21
25.8,2,37.01,-28.24
25.9,1,-1177.65,-509.91
25.9,2,37.83,-25.76
26.0,1,-1185.54,-513.61
26.0,2,38.64,-23.29
26.1,1,-1193.43,-517.31
26.1,2,39.45,-20.81
26.2,1,-1201.32,-521.01
26.2,2,40.26,-18.33
26.3,1,-1209.21,-524.71
26.3,2,41.07,-15.85
26.4,1,-1217.1,-528.41
26.4,2,41.89,-13.38
26.5,1,-1224.99,-532.11
26.5,2,42.7,-10.9
26.6,1,-1232.88,-535.81
26.6,2,43.51,-8.42
26.7,1,-1240.77,-539.51
26.7,2,44.32,-5.94
26.8,1,-1248.66,-543.22
26.8,2,45.14,-3.47
26.9,1,-1256.55,-546.92
26.9,2,45.95,-0.99
27.0,1,-1264.44,-550.62
27.0,2,46.76,1.49
27.1,1,-1272.33,-554.32
27.1,2,47.57,3.97
27.2,1,-1280.22,-558.02
27.2,2,48.38,6.45
27.3,1,-1288.12,-561.72
27.3,2,49.2,8.92
27.4,1,-1296.01,-565.42
27.4,2,50.01,11.4
27.5,1,-1303.9,-569.12
27.5,2,50.82,13.88
27.6,1,-1311.79,-572.82
27.6,2,51.63,16.36
27.7,1,-1319.68,-576.52
27.7,2,52.45,18.83
